Partito;Data;Percentuale;Istituto;Campione
FdI;31/03/2022;21.2;Termometro Politico;3500
FdI;31/03/2022;21;Euromedia;1000
FI;31/03/2022;7.7;Termometro Politico;3500
FI;31/03/2022;8;Euromedia;1000
IV;31/03/2022;2.7;Termometro Politico;3500
IV;31/03/2022;2.6;Euromedia;1000
Lega;31/03/2022;18.4;Termometro Politico;3500
Lega;31/03/2022;15.7;Euromedia;1000
M5S;31/03/2022;13.2;Termometro Politico;3500
M5S;31/03/2022;14;Euromedia;1000
PD;31/03/2022;20.9;Termometro Politico;3500
PD;31/03/2022;20.8;Euromedia;1000
FdI;01/04/2022;21.8;Tecnè;1000
FI;01/04/2022;10.7;Tecnè;1000
IV;01/04/2022;2.6;Tecnè;1000
Lega;01/04/2022;15.8;Tecnè;1000
M5S;01/04/2022;12.5;Tecnè;1000
PD;01/04/2022;21.7;Tecnè;1000
FdI;04/04/2022;21.6;SWG;1200
FI;04/04/2022;7.7;SWG;1200
IV;04/04/2022;2.2;SWG;1200
Lega;04/04/2022;15.8;SWG;1200
M5S;04/04/2022;13.3;SWG;1200
PD;04/04/2022;21.4;SWG;1200
FdI;05/04/2022;21;Noto Sondaggi;1000
FI;05/04/2022;7;Noto Sondaggi;1000
IV;05/04/2022;3;Noto Sondaggi;1000
Lega;05/04/2022;18;Noto Sondaggi;1000
M5S;05/04/2022;13.5;Noto Sondaggi;1000
PD;05/04/2022;19.5;Noto Sondaggi;1000
FdI;07/04/2022;21.4;Termometro Politico;3200
FI;07/04/2022;7.9;Termometro Politico;3200
IV;07/04/2022;2.5;Termometro Politico;3200
Lega;07/04/2022;18.1;Termometro Politico;3200
M5S;07/04/2022;13;Termometro Politico;3200
PD;07/04/2022;20.8;Termometro Politico;3200
FdI;08/04/2022;21.9;Tecnè;1000
FI;08/04/2022;10.8;Tecnè;1000
IV;08/04/2022;2.4;Tecnè;1000
Lega;08/04/2022;15.8;Tecnè;1000
M5S;08/04/2022;12.7;Tecnè;1000
PD;08/04/2022;21.9;Tecnè;1000
FdI;09/04/2022;18.3;Lab2101;1000
FdI;09/04/2022;20;BiDiMedia;1500
FI;09/04/2022;7.9;Lab2101;1000
FI;09/04/2022;6.8;BiDiMedia;1500
IV;09/04/2022;2.6;Lab2101;1000
IV;09/04/2022;2.1;BiDiMedia;1500
Lega;09/04/2022;18;Lab2101;1000
Lega;09/04/2022;17.8;BiDiMedia;1500
M5S;09/04/2022;14.4;Lab2101;1000
M5S;09/04/2022;12.2;BiDiMedia;1500
PD;09/04/2022;22.4;Lab2101;1000
PD;09/04/2022;22.3;BiDiMedia;1500
FdI;11/04/2022;21.6;SWG;1200
FI;11/04/2022;8;SWG;1200
IV;11/04/2022;2.4;SWG;1200
Lega;11/04/2022;15.9;SWG;1200
M5S;11/04/2022;12.9;SWG;1200
PD;11/04/2022;21.2;SWG;1200
FdI;12/04/2022;20.7;Demos & Pi;1012
FI;12/04/2022;8.2;Demos & Pi;1012
IV;12/04/2022;2.2;Demos & Pi;1012
Lega;12/04/2022;16.8;Demos & Pi;1012
M5S;12/04/2022;14.2;Demos & Pi;1012
PD;12/04/2022;21.2;Demos & Pi;1012
FdI;14/04/2022;21.5;Euromedia;1000
FdI;14/04/2022;21.3;Termometro Politico;2800
FI;14/04/2022;8.5;Euromedia;1000
FI;14/04/2022;7.7;Termometro Politico;2800
IV;14/04/2022;2.3;Euromedia;1000
IV;14/04/2022;2.5;Termometro Politico;2800
Lega;14/04/2022;15.9;Euromedia;1000
Lega;14/04/2022;18;Termometro Politico;2800
M5S;14/04/2022;12.3;Euromedia;1000
M5S;14/04/2022;12.9;Termometro Politico;2800
PD;14/04/2022;21.7;Euromedia;1000
PD;14/04/2022;21.1;Termometro Politico;2800
FdI;15/04/2022;19.6;Ixè;1000
FI;15/04/2022;8.9;Ixè;1000
IV;15/04/2022;2.1;Ixè;1000
Lega;15/04/2022;15.1;Ixè;1000
M5S;15/04/2022;14.4;Ixè;1000
PD;15/04/2022;21.4;Ixè;1000
FdI;19/04/2022;21.8;SWG;1200
FI;19/04/2022;7.8;SWG;1200
IV;19/04/2022;2.5;SWG;1200
Lega;19/04/2022;15.6;SWG;1200
M5S;19/04/2022;12.9;SWG;1200
PD;19/04/2022;20.8;SWG;1200
FdI;20/04/2022;21.5;Demopolis;1500
FI;20/04/2022;8;Demopolis;1500
IV;20/04/2022;2;Demopolis;1500
Lega;20/04/2022;16;Demopolis;1500
M5S;20/04/2022;13.2;Demopolis;1500
PD;20/04/2022;21;Demopolis;1500
FdI;21/04/2022;21.3;Termometro Politico;3400
FI;21/04/2022;8;Termometro Politico;3400
IV;21/04/2022;2.6;Termometro Politico;3400
Lega;21/04/2022;17.7;Termometro Politico;3400
M5S;21/04/2022;13;Termometro Politico;3400
PD;21/04/2022;21.1;Termometro Politico;3400
FdI;22/04/2022;21.9;Tecnè;1000
FI;22/04/2022;10.8;Tecnè;1000
IV;22/04/2022;2.3;Tecnè;1000
Lega;22/04/2022;15.6;Tecnè;1000
M5S;22/04/2022;12.6;Tecnè;1000
PD;22/04/2022;21.7;Tecnè;1000
Az;23/04/2022;3.8;Lab2101;1000
FdI;23/04/2022;18.1;Lab2101;1000
FI;23/04/2022;7.2;Lab2101;1000
IV;23/04/2022;2.7;Lab2101;1000
Lega;23/04/2022;18.4;Lab2101;1000
M5S;23/04/2022;14.6;Lab2101;1000
PD;23/04/2022;22.8;Lab2101;1000
FdI;24/04/2022;21.7;SWG;1200
FI;24/04/2022;8.2;SWG;1200
IV;24/04/2022;2.3;SWG;1200
Lega;24/04/2022;15.6;SWG;1200
M5S;24/04/2022;12.7;SWG;1200
PD;24/04/2022;21.2;SWG;1200
Az;26/04/2022;3;Piepoli;NA
FdI;26/04/2022;21.5;Piepoli;NA
FI;26/04/2022;7.5;Piepoli;NA
IV;26/04/2022;3;Piepoli;NA
Lega;26/04/2022;16.5;Piepoli;NA
M5S;26/04/2022;13;Piepoli;NA
PD;26/04/2022;21;Piepoli;NA
FdI;28/04/2022;21.7;Termometro Politico;2800
FdI;28/04/2022;21;Euromedia;1000
FdI;28/04/2022;20;Ipsos;1000
FI;28/04/2022;7.8;Termometro Politico;2800
FI;28/04/2022;8.5;Euromedia;1000
FI;28/04/2022;8.8;Ipsos;1000
IV;28/04/2022;2.4;Termometro Politico;2800
IV;28/04/2022;2.3;Euromedia;1000
IV;28/04/2022;2.5;Ipsos;1000
Lega;28/04/2022;17.9;Termometro Politico;2800
Lega;28/04/2022;15.9;Euromedia;1000
Lega;28/04/2022;16.5;Ipsos;1000
M5S;28/04/2022;13.1;Termometro Politico;2800
M5S;28/04/2022;12.5;Euromedia;1000
M5S;28/04/2022;15;Ipsos;1000
PD;28/04/2022;21.8;Termometro Politico;2800
PD;28/04/2022;21.3;Euromedia;1000
PD;28/04/2022;20.5;Ipsos;1000
FdI;29/04/2022;22;Tecnè;1000
FI;29/04/2022;10.8;Tecnè;1000
IV;29/04/2022;2.2;Tecnè;1000
Lega;29/04/2022;15.4;Tecnè;1000
M5S;29/04/2022;12.7;Tecnè;1000
PD;29/04/2022;21.8;Tecnè;1000
FdI;02/05/2022;22.1;SWG;1200
FI;02/05/2022;8;SWG;1200
IV;02/05/2022;2.2;SWG;1200
Lega;02/05/2022;15.8;SWG;1200
M5S;02/05/2022;12.5;SWG;1200
PD;02/05/2022;21.6;SWG;1200
FdI;04/05/2022;22.1;Index;800
FdI;04/05/2022;21;Piepoli;NA
FI;04/05/2022;7.9;Index;800
FI;04/05/2022;7.5;Piepoli;NA
IV;04/05/2022;2.3;Index;800
IV;04/05/2022;3;Piepoli;NA
Lega;04/05/2022;15.6;Index;800
Lega;04/05/2022;16.5;Piepoli;NA
M5S;04/05/2022;12.7;Index;800
M5S;04/05/2022;13.5;Piepoli;NA
PD;04/05/2022;21.5;Index;800
PD;04/05/2022;21;Piepoli;NA
FdI;05/05/2022;21.7;Termometro Politico;3200
FI;05/05/2022;7.8;Termometro Politico;3200
IV;05/05/2022;2.5;Termometro Politico;3200
Lega;05/05/2022;17.7;Termometro Politico;3200
M5S;05/05/2022;13.3;Termometro Politico;3200
PD;05/05/2022;21.9;Termometro Politico;3200
FdI;06/05/2022;22.1;Tecnè;1000
FI;06/05/2022;10.7;Tecnè;1000
IV;06/05/2022;2.1;Tecnè;1000
Lega;06/05/2022;15.4;Tecnè;1000
M5S;06/05/2022;12.9;Tecnè;1000
PD;06/05/2022;21.7;Tecnè;1000
FdI;09/05/2022;22.6;SWG;1200
FI;09/05/2022;8;SWG;1200
IV;09/05/2022;2.4;SWG;1200
Lega;09/05/2022;15.6;SWG;1200
M5S;09/05/2022;12.8;SWG;1200
PD;09/05/2022;21;SWG;1200
FdI;11/05/2022;22.3;Index;800
FI;11/05/2022;8;Index;800
IV;11/05/2022;2.3;Index;800
Lega;11/05/2022;15.5;Index;800
M5S;11/05/2022;12.5;Index;800
PD;11/05/2022;21.2;Index;800
FdI;12/05/2022;21.9;Tecnè;1000
FdI;12/05/2022;22;Termometro Politico;3000
FI;12/05/2022;10.5;Tecnè;1000
FI;12/05/2022;7.7;Termometro Politico;3000
IV;12/05/2022;2;Tecnè;1000
IV;12/05/2022;2.5;Termometro Politico;3000
Lega;12/05/2022;14.9;Tecnè;1000
Lega;12/05/2022;17.8;Termometro Politico;3000
M5S;12/05/2022;12.8;Tecnè;1000
M5S;12/05/2022;13.3;Termometro Politico;3000
PD;12/05/2022;21.3;Tecnè;1000
PD;12/05/2022;21.7;Termometro Politico;3000
FdI;16/05/2022;22;EMG;1602
FdI;16/05/2022;22.9;SWG;1200
FI;16/05/2022;7.8;EMG;1602
FI;16/05/2022;7.6;SWG;1200
IV;16/05/2022;3.6;EMG;1602
IV;16/05/2022;2.5;SWG;1200
Lega;16/05/2022;15.9;EMG;1602
Lega;16/05/2022;15.6;SWG;1200
M5S;16/05/2022;13.3;EMG;1602
M5S;16/05/2022;12.6;SWG;1200
PD;16/05/2022;20.5;EMG;1602
PD;16/05/2022;21.3;SWG;1200
FdI;18/05/2022;22.5;Noto Sondaggi;1000
FdI;18/05/2022;22.5;Index;800
FdI;18/05/2022;21.5;Piepoli;NA
FI;18/05/2022;7.5;Noto Sondaggi;1000
FI;18/05/2022;7.8;Index;800
FI;18/05/2022;7.5;Piepoli;NA
IV;18/05/2022;3.5;Noto Sondaggi;1000
IV;18/05/2022;2.4;Index;800
IV;18/05/2022;3.5;Piepoli;NA
Lega;18/05/2022;16.5;Noto Sondaggi;1000
Lega;18/05/2022;15.4;Index;800
Lega;18/05/2022;16;Piepoli;NA
M5S;18/05/2022;12;Noto Sondaggi;1000
M5S;18/05/2022;12.4;Index;800
M5S;18/05/2022;13.5;Piepoli;NA
PD;18/05/2022;20;Noto Sondaggi;1000
PD;18/05/2022;21.4;Index;800
PD;18/05/2022;21;Piepoli;NA
FdI;19/05/2022;22.7;Tecnè;1000
FdI;19/05/2022;22.3;Termometro Politico;3100
FI;19/05/2022;10.7;Tecnè;1000
FI;19/05/2022;7.6;Termometro Politico;3100
IV;19/05/2022;2.1;Tecnè;1000
IV;19/05/2022;2.5;Termometro Politico;3100
Lega;19/05/2022;15.3;Tecnè;1000
Lega;19/05/2022;17.4;Termometro Politico;3100
M5S;19/05/2022;12.9;Tecnè;1000
M5S;19/05/2022;13.1;Termometro Politico;3100
PD;19/05/2022;21.5;Tecnè;1000
PD;19/05/2022;22;Termometro Politico;3100
FdI;23/05/2022;22.6;SWG;1200
FI;23/05/2022;8;SWG;1200
IV;23/05/2022;2.5;SWG;1200
Lega;23/05/2022;15;SWG;1200
M5S;23/05/2022;12.8;SWG;1200
PD;23/05/2022;21.8;SWG;1200
FdI;24/05/2022;22;Demopolis;2000
FdI;24/05/2022;22.3;EMG;1472
FI;24/05/2022;8;Demopolis;2000
FI;24/05/2022;8;EMG;1472
IV;24/05/2022;2.1;Demopolis;2000
IV;24/05/2022;3.5;EMG;1472
Lega;24/05/2022;16.5;Demopolis;2000
Lega;24/05/2022;15.2;EMG;1472
M5S;24/05/2022;13;Demopolis;2000
M5S;24/05/2022;13;EMG;1472
PD;24/05/2022;21.2;Demopolis;2000
PD;24/05/2022;21;EMG;1472
FdI;25/05/2022;22.2;Euromedia;800
FdI;25/05/2022;22.6;Index;800
FdI;25/05/2022;22.3;Demos & Pi;1004
FdI;25/05/2022;21;Ipsos;1000
FI;25/05/2022;8.5;Euromedia;800
FI;25/05/2022;8;Index;800
FI;25/05/2022;8;Demos & Pi;1004
FI;25/05/2022;8.3;Ipsos;1000
IV;25/05/2022;2.3;Euromedia;800
IV;25/05/2022;2.5;Index;800
IV;25/05/2022;2.5;Demos & Pi;1004
IV;25/05/2022;2.2;Ipsos;1000
Lega;25/05/2022;15.7;Euromedia;800
Lega;25/05/2022;15.2;Index;800
Lega;25/05/2022;15.6;Demos & Pi;1004
Lega;25/05/2022;15.1;Ipsos;1000
M5S;25/05/2022;12.5;Euromedia;800
M5S;25/05/2022;12.5;Index;800
M5S;25/05/2022;13.4;Demos & Pi;1004
M5S;25/05/2022;13.7;Ipsos;1000
PD;25/05/2022;21.5;Euromedia;800
PD;25/05/2022;21.6;Index;800
PD;25/05/2022;21;Demos & Pi;1004
PD;25/05/2022;21;Ipsos;1000
FdI;26/05/2022;22.5;Termometro Politico;3000
FI;26/05/2022;7.4;Termometro Politico;3000
IV;26/05/2022;2.3;Termometro Politico;3000
Lega;26/05/2022;17.3;Termometro Politico;3000
M5S;26/05/2022;13.2;Termometro Politico;3000
PD;26/05/2022;22.2;Termometro Politico;3000
FdI;12/06/2022;22.5;Noto Sondaggi;1000
FI;12/06/2022;8;Noto Sondaggi;1000
IV;12/06/2022;3.5;Noto Sondaggi;1000
Lega;12/06/2022;15;Noto Sondaggi;1000
M5S;12/06/2022;11.5;Noto Sondaggi;1000
PD;12/06/2022;19;Noto Sondaggi;1000
FdI;13/06/2022;22.1;EMG;1562
FdI;13/06/2022;22.8;SWG;1200
FI;13/06/2022;8.1;EMG;1562
FI;13/06/2022;7.6;SWG;1200
IV;13/06/2022;3.7;EMG;1562
IV;13/06/2022;2.5;SWG;1200
Lega;13/06/2022;14.1;EMG;1562
Lega;13/06/2022;15;SWG;1200
M5S;13/06/2022;13;EMG;1562
M5S;13/06/2022;12.9;SWG;1200
PD;13/06/2022;21.8;EMG;1562
PD;13/06/2022;21.2;SWG;1200
FdI;14/06/2022;22.5;Euromedia;800
FI;14/06/2022;7.5;Euromedia;800
IV;14/06/2022;2.6;Euromedia;800
Lega;14/06/2022;15.3;Euromedia;800
M5S;14/06/2022;11.4;Euromedia;800
PD;14/06/2022;22.3;Euromedia;800
FdI;16/06/2022;23.1;Termometro Politico;3200
FdI;16/06/2022;19.4;Lab2101;1000
FI;16/06/2022;7.4;Termometro Politico;3200
FI;16/06/2022;7;Lab2101;1000
IV;16/06/2022;2.3;Termometro Politico;3200
IV;16/06/2022;3.1;Lab2101;1000
Lega;16/06/2022;16.8;Termometro Politico;3200
Lega;16/06/2022;17.5;Lab2101;1000
M5S;16/06/2022;12.6;Termometro Politico;3200
M5S;16/06/2022;14.2;Lab2101;1000
PD;16/06/2022;22.7;Termometro Politico;3200
PD;16/06/2022;22.9;Lab2101;1000
FdI;17/06/2022;23;Tecnè;1000
FI;17/06/2022;9.8;Tecnè;1000
IV;17/06/2022;2.6;Tecnè;1000
Lega;17/06/2022;15.2;Tecnè;1000
M5S;17/06/2022;12.3;Tecnè;1000
PD;17/06/2022;21.5;Tecnè;1000
FdI;20/06/2022;23.1;SWG;1200
FI;20/06/2022;7.4;SWG;1200
IV;20/06/2022;2.6;SWG;1200
Lega;20/06/2022;15.1;SWG;1200
M5S;20/06/2022;12.5;SWG;1200
PD;20/06/2022;21.3;SWG;1200
FdI;22/06/2022;22.3;Euromedia;1000
FI;22/06/2022;7.4;Euromedia;1000
IV;22/06/2022;2.5;Euromedia;1000
Lega;22/06/2022;14.7;Euromedia;1000
M5S;22/06/2022;10.9;Euromedia;1000
PD;22/06/2022;21.6;Euromedia;1000
FdI;24/06/2022;23.3;Tecnè;1000
FdI;24/06/2022;22.9;Termometro Politico;3700
FI;24/06/2022;9.9;Tecnè;1000
FI;24/06/2022;7.6;Termometro Politico;3700
IV;24/06/2022;2.7;Tecnè;1000
IV;24/06/2022;2.2;Termometro Politico;3700
Lega;24/06/2022;14.8;Tecnè;1000
Lega;24/06/2022;16.7;Termometro Politico;3700
M5S;24/06/2022;9.3;Tecnè;1000
M5S;24/06/2022;12.8;Termometro Politico;3700
PD;24/06/2022;22.9;Tecnè;1000
PD;24/06/2022;22.3;Termometro Politico;3700
FdI;25/06/2022;25.5;Winpoll;1000
FI;25/06/2022;9.7;Winpoll;1000
IV;25/06/2022;2.7;Winpoll;1000
Lega;25/06/2022;15.1;Winpoll;1000
M5S;25/06/2022;6.9;Winpoll;1000
PD;25/06/2022;20.5;Winpoll;1000
FdI;27/06/2022;22;Noto Sondaggi;1000
FdI;27/06/2022;23.4;SWG;1200
FI;27/06/2022;8;Noto Sondaggi;1000
FI;27/06/2022;7.2;SWG;1200
IV;27/06/2022;3.5;Noto Sondaggi;1000
IV;27/06/2022;2.4;SWG;1200
Lega;27/06/2022;14;Noto Sondaggi;1000
Lega;27/06/2022;14.7;SWG;1200
M5S;27/06/2022;10;Noto Sondaggi;1000
M5S;27/06/2022;11.5;SWG;1200
PD;27/06/2022;21;Noto Sondaggi;1000
PD;27/06/2022;21.6;SWG;1200
FdI;28/06/2022;23;Demopolis;2000
FdI;28/06/2022;22.8;EMG;1000
FI;28/06/2022;7.3;Demopolis;2000
FI;28/06/2022;8.2;EMG;1000
IV;28/06/2022;4.1;EMG;1000
Lega;28/06/2022;15.2;Demopolis;2000
Lega;28/06/2022;13.5;EMG;1000
M5S;28/06/2022;10.5;Demopolis;2000
M5S;28/06/2022;10.2;EMG;1000
PD;28/06/2022;22;Demopolis;2000
PD;28/06/2022;22.3;EMG;1000
FdI;30/06/2022;22.8;Termometro Politico;3300
FdI;30/06/2022;20;Ipsos;1000
FI;30/06/2022;7.6;Termometro Politico;3300
FI;30/06/2022;9.8;Ipsos;1000
IV;30/06/2022;2.2;Termometro Politico;3300
IV;30/06/2022;2;Ipsos;1000
Lega;30/06/2022;16.6;Termometro Politico;3300
Lega;30/06/2022;15;Ipsos;1000
M5S;30/06/2022;12.6;Termometro Politico;3300
M5S;30/06/2022;12.1;Ipsos;1000
PD;30/06/2022;22.2;Termometro Politico;3300
PD;30/06/2022;20.8;Ipsos;1000
FdI;01/07/2022;23.3;Tecnè;1000
FI;01/07/2022;10;Tecnè;1000
IV;01/07/2022;2.9;Tecnè;1000
Lega;01/07/2022;14.7;Tecnè;1000
M5S;01/07/2022;9.4;Tecnè;1000
PD;01/07/2022;22.8;Tecnè;1000
FdI;04/07/2022;22.3;Euromedia;1000
FdI;04/07/2022;23.6;SWG;1200
FI;04/07/2022;8.3;Euromedia;1000
FI;04/07/2022;7.4;SWG;1200
IV;04/07/2022;2.3;Euromedia;1000
IV;04/07/2022;2.4;SWG;1200
Lega;04/07/2022;14.5;Euromedia;1000
Lega;04/07/2022;14.3;SWG;1200
M5S;04/07/2022;11.3;Euromedia;1000
M5S;04/07/2022;11.2;SWG;1200
PD;04/07/2022;21.4;Euromedia;1000
PD;04/07/2022;21.8;SWG;1200
FdI;07/07/2022;23.1;Termometro Politico;3200
FI;07/07/2022;7.7;Termometro Politico;3200
IV;07/07/2022;2.4;Termometro Politico;3200
Lega;07/07/2022;16.3;Termometro Politico;3200
M5S;07/07/2022;12.5;Termometro Politico;3200
PD;07/07/2022;22;Termometro Politico;3200
FdI;08/07/2022;23;Tecnè;1000
FI;08/07/2022;9.9;Tecnè;1000
IV;08/07/2022;2.7;Tecnè;1000
Lega;08/07/2022;14.1;Tecnè;1000
M5S;08/07/2022;9.3;Tecnè;1000
PD;08/07/2022;22.5;Tecnè;1000
FdI;11/07/2022;23.5;SWG;1200
FI;11/07/2022;7.8;SWG;1200
IV;11/07/2022;2.6;SWG;1200
Lega;11/07/2022;14.5;SWG;1200
M5S;11/07/2022;11.5;SWG;1200
PD;11/07/2022;21.7;SWG;1200
FdI;14/07/2022;23;Termometro Politico;3400
FdI;14/07/2022;22.9;BiDiMedia;2000
FI;14/07/2022;7.9;Termometro Politico;3400
FI;14/07/2022;7.2;BiDiMedia;2000
IV;14/07/2022;2.3;Termometro Politico;3400
IV;14/07/2022;2;BiDiMedia;2000
Lega;14/07/2022;16;Termometro Politico;3400
Lega;14/07/2022;14.2;BiDiMedia;2000
M5S;14/07/2022;12.4;Termometro Politico;3400
M5S;14/07/2022;10.2;BiDiMedia;2000
PD;14/07/2022;22.3;Termometro Politico;3400
PD;14/07/2022;22.3;BiDiMedia;2000
FdI;15/07/2022;23.2;Tecnè;1000
FI;15/07/2022;10.3;Tecnè;1000
IV;15/07/2022;2.7;Tecnè;1000
Lega;15/07/2022;14.5;Tecnè;1000
M5S;15/07/2022;9.7;Tecnè;1000
PD;15/07/2022;23;Tecnè;1000
FdI;16/07/2022;22;Euromedia;1000
FI;16/07/2022;8.6;Euromedia;1000
IV;16/07/2022;2.6;Euromedia;1000
Lega;16/07/2022;14.6;Euromedia;1000
M5S;16/07/2022;10.7;Euromedia;1000
PD;16/07/2022;21.8;Euromedia;1000
FdI;17/07/2022;22;Piepoli;NA
FI;17/07/2022;7.5;Piepoli;NA
IV;17/07/2022;3;Piepoli;NA
Lega;17/07/2022;14.5;Piepoli;NA
M5S;17/07/2022;11.5;Piepoli;NA
PD;17/07/2022;21.5;Piepoli;NA
FdI;18/07/2022;23.8;SWG;1200
FI;18/07/2022;7.4;SWG;1200
IV;18/07/2022;2.7;SWG;1200
Lega;18/07/2022;14;SWG;1200
M5S;18/07/2022;11.2;SWG;1200
PD;18/07/2022;22.1;SWG;1200
FdI;19/07/2022;22.5;Piepoli;NA
FI;19/07/2022;8;Piepoli;NA
IV;19/07/2022;2.5;Piepoli;NA
Lega;19/07/2022;15;Piepoli;NA
M5S;19/07/2022;11;Piepoli;NA
PD;19/07/2022;22;Piepoli;NA
FdI;21/07/2022;23.5;Tecnè;800
FdI;21/07/2022;23.7;Termometro Politico;3900
FdI;21/07/2022;21.8;Lab2101;1000
FI;21/07/2022;10.6;Tecnè;800
FI;21/07/2022;7.6;Termometro Politico;3900
FI;21/07/2022;5.8;Lab2101;1000
IV;21/07/2022;2.8;Tecnè;800
IV;21/07/2022;2.5;Termometro Politico;3900
IV;21/07/2022;3.2;Lab2101;1000
Lega;21/07/2022;14.6;Tecnè;800
Lega;21/07/2022;15.4;Termometro Politico;3900
Lega;21/07/2022;16.8;Lab2101;1000
M5S;21/07/2022;9.4;Tecnè;800
M5S;21/07/2022;11.9;Termometro Politico;3900
M5S;21/07/2022;10.3;Lab2101;1000
PD;21/07/2022;23.1;Tecnè;800
PD;21/07/2022;22.7;Termometro Politico;3900
PD;21/07/2022;22.1;Lab2101;1000
FdI;22/07/2022;23.5;Euromedia;1000
FI;22/07/2022;7.7;Euromedia;1000
IV;22/07/2022;3.1;Euromedia;1000
Lega;22/07/2022;14;Euromedia;1000
M5S;22/07/2022;9.2;Euromedia;1000
PD;22/07/2022;22.8;Euromedia;1000
FdI;23/07/2022;23.8;Quorum;1000
FdI;23/07/2022;23.5;Demopolis;2000
FdI;23/07/2022;23.6;BiDiMedia;1500
FI;23/07/2022;8.3;Quorum;1000
FI;23/07/2022;6.5;Demopolis;2000
FI;23/07/2022;6.7;BiDiMedia;1500
IV;23/07/2022;1.8;Quorum;1000
IV;23/07/2022;2.1;BiDiMedia;1500
Lega;23/07/2022;13.4;Quorum;1000
Lega;23/07/2022;14.2;Demopolis;2000
Lega;23/07/2022;14.5;BiDiMedia;1500
M5S;23/07/2022;9.8;Quorum;1000
M5S;23/07/2022;9.8;Demopolis;2000
M5S;23/07/2022;10;BiDiMedia;1500
PD;23/07/2022;22.5;Quorum;1000
PD;23/07/2022;22.3;Demopolis;2000
PD;23/07/2022;23.5;BiDiMedia;1500
FdI;25/07/2022;25;SWG;1200
FI;25/07/2022;7.1;SWG;1200
IV;25/07/2022;2.9;SWG;1200
Lega;25/07/2022;12.4;SWG;1200
M5S;25/07/2022;10.1;SWG;1200
PD;25/07/2022;23.2;SWG;1200
FdI;26/07/2022;23;Piepoli;NA
FI;26/07/2022;7.5;Piepoli;NA
IV;26/07/2022;2.5;Piepoli;NA
Lega;26/07/2022;14.5;Piepoli;NA
M5S;26/07/2022;10.5;Piepoli;NA
PD;26/07/2022;22.5;Piepoli;NA
FdI;27/07/2022;22.5;EMG;1000
FI;27/07/2022;7;EMG;1000
IV;27/07/2022;4;EMG;1000
Lega;27/07/2022;12.5;EMG;1000
M5S;27/07/2022;10.5;EMG;1000
PD;27/07/2022;24.5;EMG;1000
FdI;28/07/2022;23.8;Tecnè;1000
FdI;28/07/2022;24.3;Termometro Politico;4300
FI;28/07/2022;10.8;Tecnè;1000
FI;28/07/2022;7.2;Termometro Politico;4300
IV;28/07/2022;2.9;Tecnè;1000
IV;28/07/2022;2.4;Termometro Politico;4300
Lega;28/07/2022;13.9;Tecnè;1000
Lega;28/07/2022;14.7;Termometro Politico;4300
M5S;28/07/2022;9.4;Tecnè;1000
M5S;28/07/2022;11.3;Termometro Politico;4300
PD;28/07/2022;24.2;Tecnè;1000
PD;28/07/2022;23;Termometro Politico;4300
FdI;30/07/2022;24;Noto Sondaggi;1000
FdI;30/07/2022;23.3;Ipsos;1000
FI;30/07/2022;7;Noto Sondaggi;1000
FI;30/07/2022;9;Ipsos;1000
IV;30/07/2022;3;Noto Sondaggi;1000
IV;30/07/2022;2.3;Ipsos;1000
Lega;30/07/2022;13;Noto Sondaggi;1000
Lega;30/07/2022;13.5;Ipsos;1000
M5S;30/07/2022;11;Noto Sondaggi;1000
M5S;30/07/2022;11.3;Ipsos;1000
PD;30/07/2022;20;Noto Sondaggi;1000
PD;30/07/2022;23.2;Ipsos;1000
FdI;31/07/2022;24.2;Quorum;1000
FI;31/07/2022;8;Quorum;1000
IV;31/07/2022;2.6;Quorum;1000
Lega;31/07/2022;13.5;Quorum;1000
M5S;31/07/2022;9.9;Quorum;1000
PD;31/07/2022;23.4;Quorum;1000
FdI;01/08/2022;24.2;SWG;1200
FI;01/08/2022;7.5;SWG;1200
IV;01/08/2022;2.8;SWG;1200
Lega;01/08/2022;12;SWG;1200
M5S;01/08/2022;10;SWG;1200
PD;01/08/2022;23.7;SWG;1200
FdI;02/08/2022;23.4;Demos & Pi;1000
FI;02/08/2022;8.3;Demos & Pi;1000
IV;02/08/2022;2.8;Demos & Pi;1000
Lega;02/08/2022;13.2;Demos & Pi;1000
M5S;02/08/2022;11.3;Demos & Pi;1000
PD;02/08/2022;22.1;Demos & Pi;1000
FdI;03/08/2022;24.3;BiDiMedia;1213
FI;03/08/2022;6.4;BiDiMedia;1213
IV;03/08/2022;2;BiDiMedia;1213
Lega;03/08/2022;13.5;BiDiMedia;1213
M5S;03/08/2022;9.7;BiDiMedia;1213
PD;03/08/2022;24.5;BiDiMedia;1213
FdI;04/08/2022;24.2;Tecnè;800
FI;04/08/2022;10.9;Tecnè;800
IV;04/08/2022;2.9;Tecnè;800
Lega;04/08/2022;13.4;Tecnè;800
M5S;04/08/2022;9.5;Tecnè;800
PD;04/08/2022;24;Tecnè;800
FdI;05/08/2022;21.8;Lab2101;1000
FI;05/08/2022;5.4;Lab2101;1000
IV;05/08/2022;3.1;Lab2101;1000
Lega;05/08/2022;17.2;Lab2101;1000
M5S;05/08/2022;10.1;Lab2101;1000
PD;05/08/2022;22;Lab2101;1000
FdI;06/08/2022;24.2;BiDiMedia;4152
FI;06/08/2022;6.7;BiDiMedia;4152
IV;06/08/2022;2.2;BiDiMedia;4152
